street,city,state,zip,sales
628 E Lake Dr,Taylor,TX,76574-1818,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
632 Old Hwy 49 S,Richland,MS,39218-6032,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
636 Profit St,Azle,TX,76020-2422,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 16740385048367, 'fips': '48367', 'apn': 'R000000756', 'apnOrig': 'R000000756', 'attomId': 167403850}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '8R', 'lotsize1': 1.515, 'lotsize2': 65993, 'pooltype': 'NONE'}, 'area': {'blockNum': '3', 'countrysecsubd': 'Parker County', 'countyuse1': 'F1', 'muncode': 'PA', 'munname': 'PARKER', 'subdname': 'AZLE IND PARK SEC 2', 'subdtractnum': '0', 'taxcodearea': '0'}, 'address': {'country': 'US', 'countrySubd': 'TX', 'line1': '636 PROFIT ST', 'line2': 'AZLE, TX 76020', 'locality': 'Azle', 'matchCode': 'ExaStr', 'oneLine': '636 PROFIT ST, AZLE, TX 76020', 'postal1': '76020', 'postal2': '2422', 'postal3': 'C005'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '32.904876', 'longitude': '-97.550479', 'distance': 0.0, 'geoid': 'CO48367, CS4893701, DB4809200, MT30004273, PL4805168, SB0000118653, SB0000118659, SB0000118660, ZI76020'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Commercial', 'propsubtype': 'COMMERCIAL', 'proptype': 'COMMON AREA', 'yearbuilt': 0, 'propLandUse': 'COMMON AREA', 'propIndicator': '20'}, 'utilities': {}, 'building': {'size': {'bldgsize': 26670, 'grosssize': 26670, 'grosssizeadjusted': 26670, 'groundfloorsize': 0, 'livingsize': 26670, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 26670}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 1, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 1, 'mobileHomeInd': ' ', 'storyDesc': 'COMMERCIAL', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2013-1-14', 'saleTransDate': '2013-1-14', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000001208', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2009-9-5', 'saleTransDate': '2009-9-5', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000723570', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2005-6-23', 'saleTransDate': '2005-6-23', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000562034', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2003-6-23', 'saleTransDate': '2003-6-23', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000560176', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
6371 Burnt Poplar Road,Greensboro,NC,27409,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 17666166537081, 'fips': '37081', 'apn': '0099412', 'apnOrig': '99412', 'attomId': 176661665}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '1', 'lotsize1': 3.18, 'lotsize2': 138521, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Guilford County', 'countyuse1': 'AG6', 'muncode': 'GU', 'munname': 'GUILFORD', 'subdname': 'CAP CARE GROUP INC', 'subdtractnum': '0', 'taxcodearea': '1'}, 'address': {'country': 'US', 'countrySubd': 'NC', 'line1': '6371 BURNT POPLAR RD', 'line2': 'GREENSBORO, NC 27409', 'locality': 'Greensboro', 'matchCode': 'ExaStr', 'oneLine': '6371 BURNT POPLAR RD, GREENSBORO, NC 27409', 'postal1': '27409', 'postal2': '9711', 'postal3': 'R034'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '36.074095', 'longitude': '-79.934218', 'distance': 0.0, 'geoid': 'CO37081, CS3792124, DB3701920, MT30004057, PL3728000, SB0000099887, SB0000099888, SB0000099913, ZI27409'}, 'summary': {'absenteeInd': 'ABSENTEE(MAIL AND SITUS NOT =)', 'propclass': 'Industrial', 'propsubtype': 'COMMERCIAL', 'proptype': 'INDUSTRIAL (NEC)', 'yearbuilt': 1967, 'propLandUse': 'INDUSTRIAL (NEC)', 'propIndicator': '50'}, 'utilities': {'heatingfuel': 'OIL', 'heatingtype': 'FORCED AIR'}, 'building': {'size': {'bldgsize': 14280, 'grosssize': 14280, 'grosssizeadjusted': 10284, 'groundfloorsize': 10284, 'livingsize': 10284, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 14280}, 'rooms': {'bathfixtures': 10, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 5.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 5.0, 'beds': 0, 'roomsTotal': 4}, 'interior': {'bsmtsize': 0, 'floors': 'CONCRETE', 'fplccount': 0}, 'construction': {'condition': 'AVERAGE', 'constructiontype': 'FRAME', 'foundationtype': 'CONTINUOUS FOOTING', 'frameType': 'WOOD', 'roofcover': 'METAL', 'wallType': 'BRICK'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 1, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 1, 'mobileHomeInd': ' ', 'storyDesc': 'COMMERCIAL', 'unitsCount': '0', 'yearbuilteffective': 1987}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2016-7-30', 'saleTransDate': '2016-7-30', 'amount': {'saleamt': 0, 'salerecdate': '2016-9-6', 'saledisclosuretype': 0, 'saledocnum': '0078520283', 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2016-3-31', 'saleTransDate': '2016-3-31', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0077982133', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2014-6-23', 'saleTransDate': '2014-6-23', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0076072971', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2010-3-11', 'saleTransDate': '2010-3-11', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0071061708', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2010-3-11', 'saleTransDate': '2010-3-11', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0071061723', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2007-5-2', 'saleTransDate': '2007-5-2', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0067180823', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2007-5-2', 'saleTransDate': '2007-5-2', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0067180860', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2006-2-28', 'saleTransDate': '2006-2-28', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0064930132', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2005-6-30', 'saleTransDate': '2005-6-30', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0063460833', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
640 Montrose Ave,South Plainfield,NJ,07080-2602,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 5040551534023, 'fips': '34023', 'apn': '2200409000000005', 'apnOrig': '2200409000000005', 'attomId': 50405515}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '5', 'lotsize1': 1.15, 'lotsize2': 50094, 'pooltype': 'NONE'}, 'area': {'blockNum': '409', 'countrysecsubd': 'Middlesex County', 'countyuse1': '4B', 'muncode': 'MI', 'munname': 'MIDDLESEX', 'subdtractnum': '0', 'taxcodearea': '22'}, 'address': {'country': 'US', 'countrySubd': 'NJ', 'line1': '640 MONTROSE AVE', 'line2': 'SOUTH PLAINFIELD, NJ 07080', 'locality': 'South Plainfield', 'matchCode': 'ExaStr', 'oneLine': '640 MONTROSE AVE, SOUTH PLAINFIELD, NJ 07080', 'postal1': '07080', 'postal2': '2602', 'postal3': 'C016'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '40.567102', 'longitude': '-74.423397', 'distance': 0.0, 'geoid': 'CO34023, CS3469390, DB3415360, ND0001569969, PL3469390, SB0000103360, ZI07080'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Industrial', 'propsubtype': 'RESIDENTIAL', 'proptype': 'INDUSTRIAL (NEC)', 'yearbuilt': 0, 'propLandUse': 'INDUSTRIAL (NEC)', 'propIndicator': '50'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'frameType': 'TYPE UNKNOWN'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 0, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-8-31', 'pubDate': '2018-8-31'}, 'salehistory': [{'salesearchdate': '2018-8-9', 'saleTransDate': '2018-8-9', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000071543', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2013-2-6', 'saleTransDate': '2013-2-6', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000006180', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2006-5-10', 'saleTransDate': '2006-5-10', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000024876', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
6390 Broadway,Denver,CO,80216-1035,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 18419103008001, 'fips': '08001', 'apn': 'R0103469', 'apnOrig': 'R0103469', 'attomId': 184191030}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '1', 'lotsize1': 0.7863, 'lotsize2': 34250, 'pooltype': 'NONE'}, 'area': {'blockNum': '4', 'countrysecsubd': 'Adams County', 'countyuse1': '2235', 'muncode': 'AD', 'munname': 'ADAMS', 'srvyRange': '68W', 'srvySection': '10', 'srvyTownship': '03S', 'subdname': 'AMERICAN TAPE SUB', 'subdtractnum': '0', 'taxcodearea': '38'}, 'address': {'country': 'US', 'countrySubd': 'CO', 'line1': '6390 BROADWAY', 'line2': 'DENVER, CO 80216', 'locality': 'Denver', 'matchCode': 'ExaStr', 'oneLine': '6390 BROADWAY, DENVER, CO 80216', 'postal1': '80216', 'postal2': '1035', 'postal3': 'C022'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '39.812570', 'longitude': '-104.987249', 'distance': 0.0, 'geoid': 'CO08001, CS0893800, DB0805550, MT30001324, ND0004681495, PL0854750, SB0000075868, SB0000075869, SB0000075870, SB0000075871, SB0000075872, SB0000075873, SB0000075874, SB0000075875, SB0000075876, SB0000075877, SB0000075878, SB0000075879, SB0000075880, SB0000131700, SB0000131701, ZI80221'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Industrial', 'propsubtype': 'COMMERCIAL', 'proptype': 'WAREHOUSE', 'yearbuilt': 1972, 'propLandUse': 'WAREHOUSE', 'propIndicator': '50'}, 'utilities': {'heatingtype': 'SPACE'}, 'building': {'size': {'bldgsize': 11337, 'grosssize': 11337, 'grosssizeadjusted': 9605, 'groundfloorsize': 875, 'livingsize': 9605, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 11337}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 1.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 1.0, 'beds': 2, 'roomsTotal': 4}, 'interior': {'bsmtsize': 425, 'bsmttype': 'UNFINISHED', 'fplccount': 0, 'fplcind': 'Y', 'fplctype': 'YES'}, 'construction': {'condition': 'AVERAGE'}, 'parking': {'prkgSize': 624}, 'summary': {'bldgsNum': 1, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 1, 'mobileHomeInd': ' ', 'quality': 'EXCELLENT', 'storyDesc': 'COMMERCIAL', 'unitsCount': '1', 'yearbuilteffective': 1980}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '000C458379', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '000C713702', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
640 S Rogers Rd,Olathe,KS,66062-1738,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 21272653620091, 'fips': '20091', 'apn': 'DP30100001 0001', 'attomId': 212726536}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 1.04, 'lotsize2': 45302}, 'area': {'countrysecsubd': 'Johnson County', 'muncode': 'JO', 'munname': 'JOHNSON', 'subdname': 'HAVENCROFT'}, 'address': {'country': 'US', 'countrySubd': 'KS', 'line1': '640 S ROGERS RD', 'line2': 'OLATHE, KS 66062', 'locality': 'Olathe', 'matchCode': 'ExaStr', 'oneLine': '640 S ROGERS RD, OLATHE, KS 66062', 'postal1': '66062', 'postal2': '1738', 'postal3': 'C003'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '38.875714', 'longitude': '-94.793172', 'distance': 0.0, 'geoid': 'CO20091, CS2052575, DB2010140, MT30002068, PL2052575, SB0000088349, SB0000088353, SB0000088364, ZI66062'}, 'summary': {'absenteeInd': 'ABSENTEE(MAIL AND SITUS NOT =)', 'propclass': 'Commercial', 'proptype': 'COMMERCIAL (NEC)', 'yearbuilt': 1995, 'propLandUse': 'COMMERCIAL (NEC)', 'propIndicator': '20'}, 'utilities': {'coolingtype': 'AC.PACKAGE', 'heatingtype': 'SPACE'}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 8835, 'groundfloorsize': 0, 'livingsize': 8835, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': -1, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'condition': 'AVERAGE', 'wallType': 'METAL'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'levels': 1, 'mobileHomeInd': ' ', 'unitsCount': '1', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2012-5-10', 'saleTransDate': '2012-5-10', 'amount': {'saleamt': 0, 'salerecdate': '2012-5-11', 'saledisclosuretype': 2, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
644 W Route 10,Livingston,NJ,07039-1611,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
65 Chamberlain Hwy,Meriden,CT,06451-2829,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 19044019609009, 'fips': '09009', 'apn': 'M:614 B:206 L:4', 'apnOrig': 'M614B206L4', 'attomId': 190440196}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 1.4666, 'lotsize2': 63885, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'New Haven County', 'countyuse1': '347', 'muncode': 'M4', 'munname': 'MERIDEN', 'subdtractnum': '0', 'taxcodearea': '302'}, 'address': {'country': 'US', 'countrySubd': 'CT', 'line1': '65 CHAMBERLAIN HWY', 'line2': 'MERIDEN, CT 06451', 'locality': 'Meriden', 'matchCode': 'ExaStr', 'oneLine': '65 CHAMBERLAIN HWY, MERIDEN, CT 06451', 'postal1': '06451', 'postal2': '2829', 'postal3': 'C055'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '41.541479', 'longitude': '-72.815997', 'distance': 0.0, 'geoid': 'CO09009, CS0946520, DB0902400, MT30002746, ND0004488725, PL0946450, SB0000076683, SB0000076689, SB0000076691, ZI06451'}, 'summary': {'absenteeInd': 'ABSENTEE(MAIL AND SITUS NOT =)', 'propclass': 'Commercial', 'propsubtype': 'RESIDENTIAL', 'proptype': 'COMMON AREA', 'yearbuilt': 1966, 'propLandUse': 'COMMON AREA', 'propIndicator': '20'}, 'utilities': {'heatingfuel': 'OIL', 'heatingtype': 'FORCED AIR'}, 'building': {'size': {'bldgsize': 33564, 'grosssize': 33564, 'grosssizeadjusted': 25164, 'groundfloorsize': 0, 'livingsize': 25164, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 33564}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 1.0, 'bathsfull': 1, 'bathshalf': 0, 'bathstotal': 1.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 8400, 'bsmttype': 'UNFINISHED', 'fplccount': 0}, 'construction': {'condition': 'AVERAGE', 'constructiontype': 'MASONRY', 'frameType': 'MASONRY', 'roofcover': 'SLATE/TILE', 'wallType': 'CONCRETE BLOCK'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 1, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '0', 'yearbuilteffective': 2012}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '1999-2-10', 'amount': {'saleamt': 0, 'salerecdate': '1999-2-10', 'saledisclosuretype': 0, 'saledocnum': '2436-308', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2007-10-31', 'amount': {'saleamt': 0, 'salerecdate': '2007-10-31', 'saledisclosuretype': 0, 'saledocnum': '4168-223', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2010-4-14', 'amount': {'saleamt': 1, 'salerecdate': '2010-4-14', 'saledisclosuretype': 0, 'saledocnum': '4471-198', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
65 HAZARD AVE  ,ENFIELD,CT,06082,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 19344569309003, 'fips': '09003', 'apn': 'M:056 L:0027', 'apnOrig': 'M056L0027', 'attomId': 193445693}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 5.13, 'lotsize2': 223463, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Hartford County', 'countyuse1': '347', 'muncode': 'E9', 'munname': 'ENFIELD', 'subdtractnum': '0', 'taxcodearea': '0'}, 'address': {'country': 'US', 'countrySubd': 'CT', 'line1': '65 HAZARD AVE', 'line2': 'ENFIELD, CT 06082', 'locality': 'Enfield', 'matchCode': 'ExaStr', 'oneLine': '65 HAZARD AVE, ENFIELD, CT 06082', 'postal1': '06082', 'postal2': '3813', 'postal3': 'C003'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '41.989712', 'longitude': '-72.573571', 'distance': 0.0, 'geoid': 'CO09003, CS0925990, DB0901470, MT30003546, ND0001492360, SB0000076551, SB0000076552, SB0000076554, SB0000076556, ZI06082'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Commercial', 'propsubtype': 'RESIDENTIAL', 'proptype': 'COMMON AREA', 'yearbuilt': 1970, 'propLandUse': 'COMMON AREA', 'propIndicator': '20'}, 'utilities': {'heatingfuel': 'GAS', 'heatingtype': 'FORCED AIR'}, 'building': {'size': {'bldgsize': 26668, 'grosssize': 26668, 'grosssizeadjusted': 13334, 'groundfloorsize': 0, 'livingsize': 13334, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 26668}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'condition': 'AVERAGE', 'constructiontype': 'MASONRY', 'frameType': 'MASONRY', 'roofcover': 'GRAVEL', 'wallType': 'OTHER'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 1, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '1998-7-28', 'amount': {'saleamt': 0, 'salerecdate': '1998-7-28', 'saledisclosuretype': 0, 'saledocnum': '1137-230', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '1993-12-16', 'amount': {'saleamt': 0, 'salerecdate': '1993-12-16', 'saledisclosuretype': 0, 'saledocnum': '834-50', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '1989-11-14', 'amount': {'saleamt': 0, 'salerecdate': '1989-11-14', 'saledisclosuretype': 0, 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '1987-7-28', 'amount': {'saleamt': 0, 'salerecdate': '1987-7-28', 'saledisclosuretype': 0, 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2003-6-25', 'amount': {'saleamt': 0, 'salerecdate': '2003-6-25', 'saledisclosuretype': 0, 'saledocnum': '1695-34', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2014-6-30', 'amount': {'saleamt': 2200000, 'salerecdate': '2014-6-30', 'saledisclosuretype': 0, 'saledocnum': '2604-465', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 82}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '2609-684', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
