street,city,state,zip,sales
201 COLLEGE ST,RUSTON,LA,71270,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
96 WADSWORTH AVE,NEW YORK,NY,10033,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 17064900036061, 'fips': '36061', 'apn': '21450035', 'apnOrig': '21450035', 'attomId': 170649000}, 'lot': {'depth': 100, 'frontage': 25, 'lotnum': '35', 'lotsize1': 0.0574, 'lotsize2': 2500, 'pooltype': 'NONE'}, 'area': {'blockNum': '2145', 'countrysecsubd': 'New York County', 'countyuse1': 'M1', 'muncode': 'NY', 'munname': 'NEW YORK(MANHATTAN)', 'srvySection': '08', 'srvyTownship': '02', 'subdtractnum': '0', 'taxcodearea': '4'}, 'address': {'country': 'US', 'countrySubd': 'NY', 'line1': '96 WADSWORTH AVE', 'line2': 'NEW YORK, NY 10033', 'locality': 'New York', 'matchCode': 'ExaStr', 'oneLine': '96 WADSWORTH AVE, NEW YORK, NY 10033', 'postal1': '10033', 'postal2': '7044', 'postal3': 'C023'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '40.847855', 'longitude': '-73.936623', 'distance': 0.0}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Exempt', 'propsubtype': 'COMMERCIAL', 'proptype': 'RELIGIOUS', 'yearbuilt': 1922, 'propLandUse': 'RELIGIOUS', 'propIndicator': '90'}, 'utilities': {}, 'building': {'size': {'bldgsize': 2500, 'grosssize': 2500, 'grosssizeadjusted': 2500, 'groundfloorsize': 0, 'livingsize': 2500, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 2500}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 1, 'mobileHomeInd': ' ', 'storyDesc': 'COMMERCIAL', 'unitsCount': '1', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000566173', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
641 HIGHWAY 101 NORTH,YACHATS,OR,97498,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
28244 HAREBELL LN,EVERGREEN,CO,80439,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
611 N ALBANY ST,YUMA,CO,80759,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 29179748108125, 'fips': '08125', 'apn': 'Y003576', 'attomId': 291797481}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 0.3214, 'lotsize2': 14000}, 'area': {'countrysecsubd': 'Yuma County', 'countyuse1': '9996'}, 'address': {'country': 'US', 'countrySubd': 'CO', 'line1': '611 N ALBANY ST', 'line2': 'YUMA, CO 80759', 'locality': 'Yuma', 'matchCode': 'ExaStr', 'oneLine': '611 N ALBANY ST, YUMA, CO 80759', 'postal1': '80759', 'postal2': '1503', 'postal3': 'C002'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '40.131080', 'longitude': '-102.722081', 'distance': 0.0, 'geoid': 'CO08125, CS0893952, DB0800016, PL0886750, SB0000076392, SB0000076393, SB0000076394, ZI80759'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Commercial', 'proptype': 'COMMERCIAL (NEC)', 'yearbuilt': 2011, 'propLandUse': 'COMMERCIAL (NEC)', 'propIndicator': '20'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 1, 'groundfloorsize': 0, 'livingsize': 1, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': -1, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'condition': 'AVERAGE'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'levels': 1, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2005-7-14', 'saleTransDate': '2005-7-14', 'amount': {'saleamt': 25000, 'salerecdate': '2005-7-22', 'saledisclosuretype': 0, 'saledocnum': '00523331', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
3601 N SHERIDAN RD,PEORIA,IL,61604,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
4701 ARLINGTON BLVD,ARLINGTON,VA,22203,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 19735414351013, 'fips': '51013', 'apn': '20025001', 'apnOrig': '20025001', 'attomId': 197354143}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '3', 'lotsize1': 1.0783, 'lotsize2': 46971, 'pooltype': 'NONE'}, 'area': {'blockNum': '25', 'countrysecsubd': 'Arlington County', 'countyuse1': '215', 'muncode': 'AR', 'munname': 'ARLINGTON', 'subdtractnum': '0', 'taxcodearea': '0'}, 'address': {'country': 'US', 'countrySubd': 'VA', 'line1': '4701 ARLINGTON BLVD', 'line2': 'ARLINGTON, VA 22203', 'locality': 'Arlington', 'matchCode': 'ExaStr', 'oneLine': '4701 ARLINGTON BLVD, ARLINGTON, VA 22203', 'postal1': '22203', 'postal2': '2706', 'postal3': 'C022'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '38.868203', 'longitude': '-77.111882', 'distance': 0.0, 'geoid': 'CO51013, CS5190072, DB5100270, ND0000321495, ND0004489878, PL5103000, SB0000125594, SB0000125599, SB0000125607, ZI22203'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Commercial', 'propsubtype': 'RESIDENTIAL', 'proptype': 'COMMON AREA', 'yearbuilt': 0, 'propLandUse': 'COMMON AREA', 'propIndicator': '20'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 0, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '1', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2015-6-26', 'saleTransDate': '2015-6-26', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0100014052', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2009-7-6', 'saleTransDate': '2009-7-6', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000188135', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
3035 CEDAR LANE,FAIRFAX,VA,22031,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 19836649451059, 'fips': '51059', 'apn': '049301  0025A', 'apnOrig': '0493010025A', 'attomId': 198366494}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '25A', 'lotsize1': 2.654, 'lotsize2': 115608, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Fairfax County', 'countyuse1': '710', 'muncode': 'FA', 'munname': 'FAIRFAX', 'subdname': 'CEDAR LANE CHURCH', 'subdtractnum': '0', 'taxcodearea': '70000'}, 'address': {'country': 'US', 'countrySubd': 'VA', 'line1': '3035 CEDAR LN', 'line2': 'FAIRFAX, VA 22031', 'locality': 'Fairfax', 'matchCode': 'ExaStr', 'oneLine': '3035 CEDAR LN, FAIRFAX, VA 22031', 'postal1': '22031', 'postal2': '2100', 'postal3': 'C024'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '38.867400', 'longitude': '-77.246182', 'distance': 0.0, 'geoid': 'CO51059, CS5195191, DB5101260, ND0000261651, PL5151192, SB0000125885, SB0000125887, SB0000125935, ZI22031'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Exempt', 'propsubtype': 'COMMERCIAL', 'proptype': 'RELIGIOUS', 'yearbuilt': 1965, 'propLandUse': 'RELIGIOUS', 'propIndicator': '90'}, 'utilities': {'coolingtype': 'TYPE UNKNOWN', 'heatingtype': 'BASEBOARD'}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 7850, 'groundfloorsize': 0, 'livingsize': 7850, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 8}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'roofcover': 'COMPOSITION SHINGLE', 'wallType': 'BRICK'}, 'parking': {'prkgSize': 0}, 'summary': {'archStyle': 'SPLIT LEVEL', 'bldgsNum': 0, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 2, 'mobileHomeInd': ' ', 'storyDesc': 'COMMERCIAL', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '2005012929007', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
800 MARTIN LUTHER KING JR S,PHENIX CITY,AL,36869,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
902 E MACADA ROAD,BETHLEHEM,PA,18017,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
3751 COTTONWOOD LAKES BLVD,THORNTON,CO,80241,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 18417822908001, 'fips': '08001', 'apn': 'R0016554', 'apnOrig': 'R0016554', 'attomId': 184178229}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '8', 'lotsize1': 2.416, 'lotsize2': 105241, 'pooltype': 'NONE'}, 'area': {'blockNum': '1', 'countrysecsubd': 'Adams County', 'countyuse1': '9251', 'muncode': 'AD', 'munname': 'ADAMS', 'srvyRange': '68W', 'srvySection': '25', 'srvyTownship': '01S', 'subdname': 'COTTONWOOD LAKES #1', 'subdtractnum': '0', 'taxcodearea': '180'}, 'address': {'country': 'US', 'countrySubd': 'CO', 'line1': '3751 COTTONWOOD LAKES BLVD', 'line2': 'THORNTON, CO 80241', 'locality': 'Thornton', 'matchCode': 'ExaStr', 'oneLine': '3751 COTTONWOOD LAKES BLVD, THORNTON, CO 80241', 'postal1': '80241', 'postal2': '2102', 'postal3': 'C095'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '39.933652', 'longitude': '-104.943217', 'distance': 0.0, 'geoid': 'CO08001, CS0893800, DB0806900, MT30001324, PL0877290, SB0000075096, SB0000075122, SB0000075133, ZI80241'}, 'summary': {'propclass': 'Exempt', 'propsubtype': 'COMMERCIAL', 'proptype': 'RELIGIOUS', 'yearbuilt': 1990, 'propLandUse': 'RELIGIOUS', 'propIndicator': '90'}, 'utilities': {'coolingtype': 'AC.CENTRAL', 'heatingtype': 'FORCED AIR'}, 'building': {'size': {'bldgsize': 4236, 'grosssize': 4236, 'grosssizeadjusted': 4236, 'groundfloorsize': 0, 'livingsize': 4236, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 4236}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0, 'fplcind': 'Y', 'fplctype': 'YES'}, 'construction': {'condition': 'AVERAGE'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 1, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 1, 'mobileHomeInd': ' ', 'quality': 'EXCELLENT', 'storyDesc': 'COMMERCIAL', 'unitsCount': '0', 'yearbuilteffective': 1990}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2015-8-14', 'saleTransDate': '2015-8-14', 'amount': {'saleamt': 250000, 'salerecdate': '2015-8-24', 'saledisclosuretype': 0, 'saledocnum': '0000069838', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 59}}, {'salesearchdate': '2015-8-14', 'saleTransDate': '2015-8-14', 'amount': {'saleamt': 690000, 'salerecdate': '2015-8-24', 'saledisclosuretype': 0, 'saledocnum': '0000069839', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 163}}, {'salesearchdate': '2015-3-13', 'saleTransDate': '2015-3-13', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000019624', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
60 NORTH HANOVER STREET,POTTSTOWN,PA,19464,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1810 MCCLINTOCK AVE,BELLEVILLE,IL,62221,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 17574901517163, 'fips': '17163', 'apn': '08230314024', 'apnOrig': '8230314024', 'attomId': 175749015}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '2', 'lotsize1': 12.99, 'lotsize2': 565844, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'St. Clair County', 'countyuse1': '90', 'muncode': 'SC', 'munname': 'ST CLAIR', 'subdname': 'ROY WILDERMAN ASSESSMENT', 'subdtractnum': '0', 'taxcodearea': '2'}, 'address': {'country': 'US', 'countrySubd': 'IL', 'line1': '1810 MCCLINTOCK AVE', 'line2': 'BELLEVILLE, IL 62221', 'locality': 'Belleville', 'matchCode': 'ExaStr', 'oneLine': '1810 MCCLINTOCK AVE, BELLEVILLE, IL 62221', 'postal1': '62221', 'postal2': '6460', 'postal3': 'C018'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '38.515092', 'longitude': '-89.958686', 'distance': 0.0, 'geoid': 'CO17163, CS1704858, DB1705580, DB1715840, ND0004674178, PL1704845, SB0000083606, SB0000083607, SB0000084707, ZI62221'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Transport', 'propsubtype': 'RESIDENTIAL', 'proptype': 'TRANSPORT FACILITY', 'yearbuilt': 0, 'propLandUse': 'TRANSPORT FACILITY', 'propIndicator': '53'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 0, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2017-9-11', 'saleTransDate': '2017-9-11', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '00A2551856', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-9-11', 'saleTransDate': '2012-9-11', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '00A2331668', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-7-19', 'saleTransDate': '2012-7-19', 'amount': {'saleamt': 0, 'salerecdate': '2012-7-26', 'saledisclosuretype': 0, 'saledocnum': '00A2323865', 'saletranstype': 'Construction Loan/Financing'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '00A1695847', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
3301 NORTH AVE A,DODGE CITY,KS,67801,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1031 SIEBER AVENUE,SALINAS,CA,93905,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 15753436006053, 'fips': '06053', 'apn': '004381009000', 'apnOrig': '4381009000', 'attomId': 157534360}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '66', 'lotsize1': 0.1309, 'lotsize2': 5700, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Monterey County', 'countyuse1': '7D', 'muncode': 'MY', 'munname': 'MONTEREY', 'subdname': 'MAP OF LOCKE PADDON ADD', 'subdtractnum': '0', 'taxcodearea': '5004'}, 'address': {'country': 'US', 'countrySubd': 'CA', 'line1': '1031 SIEBER AVE', 'line2': 'SALINAS, CA 93905', 'locality': 'Salinas', 'matchCode': 'ExaStr', 'oneLine': '1031 SIEBER AVE, SALINAS, CA 93905', 'postal1': '93905', 'postal2': '1121', 'postal3': 'C027'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '36.687453', 'longitude': '-121.614721', 'distance': 0.0, 'geoid': 'CO06053, CS0692730, DB0601950, DB0633980, MT30003326, ND0004395538, PL0664224, SB0000068334, SB0000073392, SB0000073397, ZI93905'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Exempt', 'propsubtype': 'COMMERCIAL', 'proptype': 'RELIGIOUS', 'yearbuilt': 1949, 'propLandUse': 'RELIGIOUS', 'propIndicator': '90'}, 'utilities': {}, 'building': {'size': {'bldgsize': 2644, 'grosssize': 2644, 'grosssizeadjusted': 2644, 'groundfloorsize': 0, 'livingsize': 2644, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 2644}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 2.0, 'bathsfull': 2, 'bathshalf': 0, 'bathstotal': 2.0, 'beds': 2, 'roomsTotal': 8}, 'interior': {'bsmtsize': 0, 'fplccount': 4, 'fplcind': 'Y', 'fplctype': 'YES'}, 'construction': {'constructiontype': 'WOOD FRAME', 'frameType': 'WOOD'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 1, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 0, 'mobileHomeInd': ' ', 'quality': 'FAIR', 'storyDesc': 'COMMERCIAL', 'unitsCount': '0', 'yearbuilteffective': 1949}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000000024', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
1001 DUGAN AVE,BIRMINGHAM,AL,35214,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
27875 N FAIRFIELD AVE,MUNDELEIN,IL,60060,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 17623663717097, 'fips': '17097', 'apn': '10291000030000', 'apnOrig': '10291000030000', 'attomId': 176236637}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 13.42, 'lotsize2': 584575, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Lake County', 'countyuse1': '321', 'muncode': 'LK', 'munname': 'LAKE', 'srvyRange': '10', 'srvySection': '29', 'srvyTownship': '44N', 'subdtractnum': '0', 'taxcodearea': '12010'}, 'address': {'country': 'US', 'countrySubd': 'IL', 'line1': '27875 N FAIRFIELD RD', 'line2': 'MUNDELEIN, IL 60060', 'locality': 'Mundelein', 'matchCode': 'ExaStr', 'oneLine': '27875 N FAIRFIELD RD, MUNDELEIN, IL 60060', 'postal1': '60060', 'postal2': '9117', 'postal3': 'R004'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '42.267606', 'longitude': '-88.104651', 'distance': 0.0, 'geoid': 'CO17097, CS1727923, DB1715930, DB1727570, MT30001048, SB0000085335, SB0000132021, SB0000132022, SB0000132023, ZI60060'}, 'summary': {'absenteeInd': 'ABSENTEE(MAIL AND SITUS NOT =)', 'propclass': 'Commercial', 'propsubtype': 'RESIDENTIAL', 'proptype': 'COMMON AREA', 'yearbuilt': 0, 'propLandUse': 'COMMON AREA', 'propIndicator': '20'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'frameType': 'TYPE UNKNOWN'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 0, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2012-6-19', 'saleTransDate': '2012-6-19', 'amount': {'saleamt': 0, 'salerecdate': '2012-6-28', 'saledisclosuretype': 0, 'saledocnum': '0006866790', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2005-11-1', 'saleTransDate': '2005-11-1', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0005892487', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2004-7-29', 'saleTransDate': '2004-7-29', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0005632507', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0004443594', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0004532308', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0004561842', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0004982136', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2004-7-20', 'amount': {'saleamt': 0, 'salerecdate': '2004-7-20', 'saledisclosuretype': 0, 'saledocnum': '0005603803', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
