street,city,state,zip,sales
474 CENTRE ST,NEWTON,MA,02458,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
2429 RANDOLPH ST,DALLAS,TX,75241,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 4732739448113, 'fips': '48113', 'apn': '00000635074000000', 'apnOrig': '635074000000', 'attomId': 47327394}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '25', 'lotsize1': 0.4867, 'lotsize2': 21201, 'pooltype': 'NONE'}, 'area': {'blockNum': 'B6854', 'countrysecsubd': 'Dallas County', 'countyuse1': 'F10', 'muncode': 'DA', 'munname': 'DALLAS', 'subdname': 'GOLDMINE ADD 2ND INSTL', 'subdtractnum': '0', 'taxcodearea': '0'}, 'address': {'country': 'US', 'countrySubd': 'TX', 'line1': '2429 RANDOLPH ST', 'line2': 'DALLAS, TX 75241', 'locality': 'Dallas', 'matchCode': 'ExaStr', 'oneLine': '2429 RANDOLPH ST, DALLAS, TX 75241', 'postal1': '75241', 'postal2': '1418', 'postal3': 'C007'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '32.685834', 'longitude': '-96.781777', 'distance': 0.0, 'geoid': 'CO48113, CS4893682, DB4816230, MT30004273, ND0000104179, ND0004364606, PL4819000, RS0000114288, SB0000119816, SB0000119843, SB0000119846, ZI75241'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Commercial', 'propsubtype': 'COMMERCIAL', 'proptype': 'COMMON AREA', 'yearbuilt': 1990, 'propLandUse': 'COMMON AREA', 'propIndicator': '20'}, 'utilities': {'coolingtype': 'AC.CENTRAL', 'energyType': 'AVAILABLE', 'heatingtype': 'CENTRAL'}, 'building': {'size': {'bldgsize': 4554, 'grosssize': 4554, 'grosssizeadjusted': 4554, 'groundfloorsize': 0, 'livingsize': 4554, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 4554}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'condition': 'FAIR', 'constructiontype': 'WOOD FRAME', 'foundationtype': 'SLAB', 'frameType': 'WOOD', 'roofcover': 'METAL', 'wallType': 'BRICK VENEER'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 1, 'mobileHomeInd': ' ', 'quality': 'EXCELLENT', 'storyDesc': 'COMMERCIAL', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2017-3-30', 'saleTransDate': '2017-3-30', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000092724', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2016-9-9', 'saleTransDate': '2016-9-9', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000254024', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2013-9-26', 'saleTransDate': '2013-9-26', 'amount': {'saleamt': 0, 'salerecdate': '2013-10-1', 'saledisclosuretype': 2, 'saledocnum': '0000311568', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
701 N 78TH ST,KANSAS CITY,KS,66112,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 24901051220209, 'fips': '20209', 'apn': '928915', 'attomId': 249010512}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '15', 'lotsize1': 7.49, 'lotsize2': 326264}, 'area': {'countrysecsubd': 'Wyandotte County', 'muncode': 'WY', 'munname': 'WYANDOTTE'}, 'address': {'country': 'US', 'countrySubd': 'KS', 'line1': '701 N 78TH ST', 'line2': 'KANSAS CITY, KS 66112', 'locality': 'Kansas City', 'matchCode': 'ExaStr', 'oneLine': '701 N 78TH ST, KANSAS CITY, KS 66112', 'postal1': '66112', 'postal2': '2803', 'postal3': 'C042'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '39.111110', 'longitude': '-94.760223', 'distance': 0.0, 'geoid': 'CO20209, CS2036000, DB2007950, MT30002068, ND0000012410, ND0001515095, PL2036000, SB0000088156, SB0000088167, SB0000088168, ZI66112'}, 'summary': {'propclass': 'Single Family Residence / Townhouse', 'proptype': 'SFR', 'yearbuilt': 1930, 'propLandUse': 'SFR', 'propIndicator': '10'}, 'utilities': {'coolingtype': 'TYPE UNKNOWN', 'watertype': 'Commercial'}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 2944, 'groundfloorsize': 0, 'livingsize': 2944, 'sizeInd': 'LIVING SQFT ', 'universalsize': 2944}, 'rooms': {'bathfixtures': 6, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 2.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 2.0, 'beds': 3, 'roomsTotal': 0}, 'interior': {'bsmtsize': 1472, 'fplccount': 0}, 'construction': {'condition': 'GOOD', 'foundationtype': 'STONE', 'roofcover': 'COMPOSITION SHINGLE', 'wallType': 'WOOD'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 2, 'levels': 0, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2009-11-5', 'saleTransDate': '2009-11-5', 'amount': {'saleamt': 0, 'salerecdate': '2009-12-2', 'saledisclosuretype': 2, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
1006 WEST 3RD ST,JAMESTOWN,NY,14701,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 16866804136013, 'fips': '36013', 'apn': '060800 387.09-4-20', 'attomId': 168668041}, 'lot': {'depth': 1350, 'frontage': 2200, 'lotnum': '020', 'lotsize1': 0.6818, 'lotsize2': 29700}, 'area': {'blockNum': '0004', 'countrysecsubd': 'Chautauqua County', 'countyuse1': '620     ', 'muncode': 'CH', 'munname': 'CHAUTAUQUA'}, 'address': {'country': 'US', 'countrySubd': 'NY', 'line1': '1006 W 3RD ST', 'line2': 'JAMESTOWN, NY 14701', 'locality': 'Jamestown', 'matchCode': 'ExaStr', 'oneLine': '1006 W 3RD ST, JAMESTOWN, NY 14701', 'postal1': '14701', 'postal2': '4616', 'postal3': 'C030'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '42.093720', 'longitude': '-79.258288', 'distance': 0.0, 'geoid': 'CO36013,CS3638264,DB3615630,MT30002019,PL3638264,SB0000105388,ZI14701'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Exempt', 'proptype': 'RELIGIOUS', 'yearbuilt': 1900, 'propLandUse': 'RELIGIOUS', 'propIndicator': '90'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 6599, 'groundfloorsize': 0, 'livingsize': 6599, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'condition': 'AVERAGE'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 1, 'levels': 2, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2012-1-31', 'saleTransDate': '2012-1-31', 'amount': {'saleamt': 158531, 'salerecdate': '2012-1-31', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2007-4-26', 'saleTransDate': '2007-4-26', 'amount': {'saleamt': 150000, 'salerecdate': '2007-4-26', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
73 CANTERBURY ST,WORCESTHER,MA,01603,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
409 GRAND AVE,SYRACUSE,NY,13204,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 16964188236067, 'fips': '36067', 'apn': '311500 091.-04-01.0', 'attomId': 169641882}, 'lot': {'depth': 1702, 'frontage': 858, 'lotnum': '1', 'lotsize1': 0.3356, 'lotsize2': 14620}, 'area': {'blockNum': '4', 'countrysecsubd': 'Onondaga County', 'countyuse1': '484', 'muncode': 'ON', 'munname': 'ONONDAGA'}, 'address': {'country': 'US', 'countrySubd': 'NY', 'line1': '409 GRAND AVE', 'line2': 'SYRACUSE, NY 13204', 'locality': 'Syracuse', 'matchCode': 'ExaStr', 'oneLine': '409 GRAND AVE, SYRACUSE, NY 13204', 'postal1': '13204', 'postal2': '2711', 'postal3': 'C039'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '43.038513', 'longitude': '-76.179348', 'distance': 0.0, 'geoid': 'CO36067,CS3673000,DB3628590,MT30003664,ND0000364820,ND0000365071,PL3673000,SB0000107487,SB0000107492,SB0000107498,ZI13204'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Commercial', 'proptype': 'STORES & OFFICES', 'yearbuilt': 1960, 'propLandUse': 'STORES & OFFICES', 'propIndicator': '20'}, 'utilities': {'watertype': 'Commercial'}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 4016, 'groundfloorsize': 0, 'livingsize': 4016, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': -1, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'condition': 'AVERAGE'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 1, 'levels': 1, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2016-9-14', 'saleTransDate': '2016-9-14', 'amount': {'saleamt': 100000, 'salerecdate': '2016-9-16', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2016-9-14', 'saleTransDate': '2016-9-14', 'amount': {'saleamt': 0, 'salerecdate': '2017-2-21', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
39 CHURCH ST,MORAVIA,NY,13118,"{'status': {'version': '1.0.0', 'code': 210, 'msg': 'Geocoder Results Address Not Identified.', 'total': 0, 'page': 0, 'pagesize': 0}}"
1200 HANGER ST,LITTLE ROCK,AR,72202,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 20721993105119, 'fips': '05119', 'apn': '34L0270007400', 'apnOrig': '34L0270007400', 'attomId': 207219931}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '9', 'lotsize1': 0.53, 'lotsize2': 23087, 'pooltype': 'NONE'}, 'area': {'blockNum': '6', 'countrysecsubd': 'Pulaski County', 'countyuse1': 'SF', 'muncode': 'PU', 'munname': 'PULASKI', 'srvyRange': '12W', 'srvySection': '11', 'srvyTownship': '01N', 'subdname': 'HANGER', 'subdtractnum': '0', 'taxcodearea': '1'}, 'address': {'country': 'US', 'countrySubd': 'AR', 'line1': '1200 HANGER ST', 'line2': 'LITTLE ROCK, AR 72202', 'locality': 'Little Rock', 'matchCode': 'ExaStr', 'oneLine': '1200 HANGER ST, LITTLE ROCK, AR 72202', 'postal1': '72202', 'postal2': '4144', 'postal3': 'C014'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '34.736451', 'longitude': '-92.257417', 'distance': 0.0, 'geoid': 'CO05119, CS0590300, DB0509000, MT30002311, ND0000489578, ND0000490693, PL0541000, SB0000066756, SB0000066766, SB0000066775, ZI72202'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Single Family Residence / Townhouse', 'propsubtype': 'HOUSE', 'proptype': 'SFR', 'yearbuilt': 0, 'propLandUse': 'SFR', 'propIndicator': '10'}, 'utilities': {}, 'building': {'size': {'bldgsize': 5854, 'grosssize': 5854, 'grosssizeadjusted': 5854, 'groundfloorsize': 0, 'livingsize': 5854, 'sizeInd': 'LIVING SQFT ', 'universalsize': 5854}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'floors': 'HARDWOOD', 'fplccount': 0}, 'construction': {'foundationtype': 'PIER', 'roofcover': 'ASPHALT', 'wallType': 'BRICK/STONE'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 1, 'bldgType': 'HOUSE', 'imprType': 'HOUSE', 'levels': 1, 'mobileHomeInd': ' ', 'storyDesc': 'HOUSE', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2015-8-4', 'saleTransDate': '2015-8-4', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000052773', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-8-4', 'saleTransDate': '2012-8-4', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000058032', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2009-8-4', 'saleTransDate': '2009-8-4', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000060180', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2004-8-4', 'saleTransDate': '2004-8-4', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000070939', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
30060 448TH AVE,VOLIN,SD,57072,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
824 WAUKEGAN RD,DEERFIELD,IL,60015,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
2090 GENESEE ST,BUFFALO,NY,14211,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 16893449836029, 'fips': '36029', 'apn': '1402001013400002003000', 'apnOrig': '1402001013400002003000', 'attomId': 168934498}, 'lot': {'depth': 160, 'frontage': 90, 'lotnum': '3', 'lotsize1': 0.3306, 'lotsize2': 14400, 'pooltype': 'NONE'}, 'area': {'blockNum': '2', 'countrysecsubd': 'Erie County', 'countyuse1': '421', 'muncode': 'ER', 'munname': 'ERIE', 'subdname': 'HOLLAND LAND COMPANYS SURV', 'subdtractnum': '0', 'taxcodearea': '140200'}, 'address': {'country': 'US', 'countrySubd': 'NY', 'line1': '2090 GENESEE ST', 'line2': 'BUFFALO, NY 14211', 'locality': 'Buffalo', 'matchCode': 'ExaStr', 'oneLine': '2090 GENESEE ST, BUFFALO, NY 14211', 'postal1': '14211', 'postal2': '1908', 'postal3': 'C018'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '42.915942', 'longitude': '-78.805855', 'distance': 0.0, 'geoid': 'CO36029,CS3611000,DB3605850,MT30000864,ND0004448302,ND0000150956,PL3611000,SB0000104756,SB0000104792,SB0000104784,SB0000104769,SB0000104803,SB0000104767,SB0000104794,SB0000104795,SB0000104776,SB0000104785,SB0000104796,SB0000104773,SB0000104777,SB0000104787,SB0000104774,SB0000104789,SB0000104808,SB0000104788,SB0000104802,SB0000104775,SB0000104793,SB0000104754,SB0000104763,SB0000104800,SB0000104797,SB0000104762,SB0000104806,SB0000104779,SB0000104799,SB0000104801,SB0000104805,SB0000104780,SB0000104764,SB0000104771,SB0000104778,SB0000104782,SB0000104783,SB0000104755,SB0000104768,SB0000104781,SB0000104760,SB0000104759,SB0000104766,SB0000104786,SB0000104791,SB0000104761,SB0000104757,SB0000104807,SB0000104758,SB0000104798,SB0000104790,SB0000104770,SB0000104765,SB0000104772,ZI14211'}, 'summary': {'absenteeInd': 'ABSENTEE(MAIL AND SITUS NOT =)', 'propclass': 'Service (general public)', 'propsubtype': 'COMMERCIAL', 'proptype': 'RESTAURANT BUILDING', 'yearbuilt': 1967, 'propLandUse': 'RESTAURANT BUILDING', 'propIndicator': '26'}, 'utilities': {'energyType': 'AVAILABLE'}, 'building': {'size': {'bldgsize': 10982, 'grosssize': 10982, 'grosssizeadjusted': 10982, 'groundfloorsize': 0, 'livingsize': 10982, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 10982}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 4816, 'bsmttype': 'UNFINISHED', 'fplccount': 0}, 'construction': {'condition': 'AVERAGE', 'frameType': 'TYPE UNKNOWN'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 1, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 1, 'mobileHomeInd': ' ', 'quality': 'EXCELLENT', 'storyDesc': 'COMMERCIAL', 'unitsCount': '0', 'yearbuilteffective': 1967}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2017-10-12', 'saleTransDate': '2017-10-12', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0138311471', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2016-11-28', 'saleTransDate': '2016-11-28', 'amount': {'saleamt': 70000, 'salerecdate': '2016-11-29', 'saledisclosuretype': 0, 'saletranstype': 'REO (Transfer to Lender)'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 6}}, {'salesearchdate': '2008-1-25', 'saleTransDate': '2008-1-25', 'amount': {'saleamt': 0, 'salerecdate': '2008-2-1', 'saledisclosuretype': 0, 'saledocnum': '0111402952', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2006-3-19', 'saleTransDate': '2006-3-19', 'amount': {'saleamt': 0, 'salerecdate': '2006-3-22', 'saledisclosuretype': 0, 'saledocnum': '0111112548', 'saletranstype': 'Construction Loan/Financing'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
2858 W SKYLINE ROAD,BENSON,AZ,85602,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 15865478304003, 'fips': '04003', 'apn': '12407006B', 'apnOrig': '12407006B', 'attomId': 158654783}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '3', 'lotsize1': 5.03, 'lotsize2': 219107, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Cochise County', 'countyuse1': '9200', 'muncode': 'CO', 'munname': 'COCHISE', 'subdname': 'HAPPY VALLEY ACRES', 'subdtractnum': '0', 'taxcodearea': '970'}, 'address': {'country': 'US', 'countrySubd': 'AZ', 'line1': '2858 W SKYLINE RD', 'line2': 'BENSON, AZ 85602', 'locality': 'Benson', 'matchCode': 'ExaStr', 'oneLine': '2858 W SKYLINE RD, BENSON, AZ 85602', 'postal1': '85602', 'postal2': '7817', 'postal3': 'H003'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '31.963758', 'longitude': '-110.407468', 'distance': 0.0, 'geoid': 'CO04003, CS0490255, DB0400212, RS0000117646, SB0000067183, SB0000067184, SB0000067185, ZI85602'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Exempt', 'propsubtype': 'COMMERCIAL', 'proptype': 'RELIGIOUS', 'yearbuilt': 1996, 'propLandUse': 'RELIGIOUS', 'propIndicator': '90'}, 'utilities': {'coolingtype': 'TYPE UNKNOWN', 'heatingtype': 'PACKAGE'}, 'building': {'size': {'bldgsize': 6273, 'grosssize': 6273, 'grosssizeadjusted': 6273, 'groundfloorsize': 6273, 'livingsize': 6273, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 6273}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'constructiontype': 'STEEL', 'frameType': 'STEEL', 'wallType': 'BRICK/STONE'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 101, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 1, 'mobileHomeInd': ' ', 'quality': 'EXCELLENT', 'storyDesc': 'COMMERCIAL', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2015-4-20', 'saleTransDate': '2015-4-20', 'amount': {'saleamt': 0, 'salerecdate': '2015-4-20', 'saledisclosuretype': 0, 'saledocnum': '0000007070', 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
4988 ONONDAGA RD,SYRACUSE,NY,13215,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
20 S OTSEGO ST,MOHAWK,NY,13407,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1312 BROOKSIDE RD,ALLENTOWN,PA,18106,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 17805637942077, 'fips': '42077', 'apn': '547583139418 1', 'apnOrig': '5475831394181', 'attomId': 178056379}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '5', 'lotsize1': 5.65, 'lotsize2': 246114, 'poolind': 'Y', 'pooltype': 'TYPE UNKNOWN'}, 'area': {'blockNum': '1', 'countrysecsubd': 'Lehigh County', 'countyuse1': '5106', 'muncode': 'LH', 'munname': 'LEHIGH', 'subdtractnum': '0', 'taxcodearea': '0'}, 'address': {'country': 'US', 'countrySubd': 'PA', 'line1': '1312 BROOKSIDE RD', 'line2': 'ALLENTOWN, PA 18106', 'locality': 'Allentown', 'matchCode': 'ExaStr', 'oneLine': '1312 BROOKSIDE RD, ALLENTOWN, PA 18106', 'postal1': '18106', 'postal2': '9422', 'postal3': 'R012'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '40.556999', 'longitude': '-75.553798', 'distance': 0.0, 'geoid': 'CO42077, CS4244952, DB4208550, MT30000479, ND0002425739, PL4282320, SB0000112832, SB0000112837, SB0000112838, ZI18106'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Exempt', 'propsubtype': 'COMMERCIAL', 'proptype': 'RELIGIOUS', 'yearbuilt': 1952, 'propLandUse': 'RELIGIOUS', 'propIndicator': '90'}, 'utilities': {'coolingtype': 'TYPE UNKNOWN', 'heatingtype': 'STEAM'}, 'building': {'size': {'bldgsize': 32206, 'grosssize': 32206, 'grosssizeadjusted': 7704, 'groundfloorsize': 0, 'livingsize': 7704, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 32206}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 8.0, 'bathsfull': 8, 'bathshalf': 0, 'bathstotal': 8.0, 'beds': 12, 'roomsTotal': 26}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'constructiontype': 'CUSTOM', 'wallType': 'STUCCO'}, 'parking': {'garagetype': 'BASEMENT GARAGE', 'prkgSize': 0, 'prkgSpaces': '0', 'prkgType': 'GARAGE BASEMENT'}, 'summary': {'bldgsNum': 0, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 2, 'mobileHomeInd': ' ', 'storyDesc': 'COMMERCIAL', 'unitsCount': '1', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2012-10-19', 'saleTransDate': '2012-10-19', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000044628', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2007-7-25', 'saleTransDate': '2007-7-25', 'amount': {'saleamt': 0, 'salerecdate': '2007-7-25', 'saledisclosuretype': 0, 'saledocnum': '0007432126', 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
1350 FLORENCE STREET,BALDWIN,WI,54002,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
